"","year","area","street_1","street_2"
"3901",2012,"Birmingham","New  str.",""
"3902",2012,"Birmingham","New  str.",""
"3903",2012,"Birmingham","New  str.",""
"3904",2012,"Birmingham","New  str.",""
"3905",2012,"Birmingham","New  str.",""
"3906",2012,"Birmingham","New  str.",""
"3907",2012,"Birmingham","New  str.  railway  station","New str. railway station"
"3908",2012,"Birmingham","New  str.  railway  station",""
"3909",2012,"Birmingham","New  str.  Station",""
"3910",2012,"Birmingham","New  str.  Station",""
"3911",2012,"Birmingham","New  str.  Station",""
"3912",2012,"Birmingham","New  str.  Station",""
"3913",2012,"Birmingham","New  str.  Station",""
"3914",2012,"Birmingham","New  str.  Station",""
"3915",2012,"Birmingham","New  str.  station",""
"3916",2012,"Birmingham","New  str.  station",""
"3917",2012,"Birmingham","New  str.  station",""
"3918",2012,"Birmingham","New  str.  station",""
"3919",2012,"Birmingham","New  str.  Station",""
"3920",2012,"Birmingham","New  str.  Station,  Birmingham",""
"3921",2012,"Birmingham","New  str.  Station,  Birmingham",""
"3922",2012,"Birmingham","New  str.  Station.","New str. Station."
"3923",2012,"Birmingham","NEW  str.,  Birmingham","NEW str., Birmingham"
"3924",2012,"Birmingham","New  str.,  City  Centre",""
"3925",2012,"Birmingham","New  str.,  City  Centre",""
"3926",2012,"Birmingham","New  str.,  City  Centre",""
"3927",2012,"Birmingham","New  str.,  City  Centre",""
"3928",2012,"Birmingham","New  str.,  City  centre","New str., City centre"
"3929",2012,"Birmingham","New  str.,  City  Centre.",""
"3930",2012,"Birmingham","Newtown  Drive,  Newtown","Newtown Drive, Newtown"
"3931",2012,"Birmingham","ninehva  road","ninehva road"
"3932",2012,"Birmingham","Nineva  Road,  Handlworth","Nineva Road, Handlworth"
"3933",2012,"Birmingham","Ninevah  Road,  Birmingham","Ninevah Road, Birmingham"
"3934",2012,"Birmingham","Niniva  Road,  Handsworth","Niniva Road, Handsworth"
"3935",2012,"Birmingham","o/s  Bliss  Nightclub","o/s Bliss Nightclub"
"3936",2012,"Birmingham","O/s  Bliss,  Broad  str.","O/s Bliss, Broad str."
"3937",2012,"Birmingham","O/s  Gatecrasher,  Broad  str.","O/s Gatecrasher, Broad str."
"3938",2012,"Birmingham","O/s  Gatecrasher,  Broad  str.",""
"3939",2012,"Birmingham","O/s  Gatecrasher,  Broad  str.",""
"3940",2012,"Birmingham","O/s  Gatecrasher,  Broad  str.",""
"3941",2012,"Birmingham","O/s  Gatecrasher,  Broad  str.",""
"3942",2012,"Birmingham","O/S  New  str.  Train  Station","O/S New str. Train Station"
"3943",2012,"Birmingham","O/s  Ricco,  Broad  str.","O/s Ricco, Broad str."
"3944",2012,"Birmingham","o/s  St  Martins  Hospital,  Bull  Ring  area","o/s St Martins Hospital, Bull Ring area"
"3945",2012,"Birmingham","o/s  St  Martins  Hospital,  Bull  Ring  area",""
"3946",2012,"Birmingham","O/S  Thornhill  Road  Police  Station","O/S Thornhill Road Police Station"
"3947",2012,"Birmingham","O/S  walkabout  Broad  str.","O/S walkabout Broad str."
"3948",2012,"Birmingham","O/s  Walkabout,  Broad  str.","O/s Walkabout, Broad str."
"3949",2012,"Birmingham","O/s  Walkabout,  Broad  str.,  Birmingham","O/s Walkabout, Broad str., Birmingham"
"3950",2012,"Birmingham","O2  Acadamy,Bristol  str.","O2 Acadamy,Bristol str."
"3951",2012,"Birmingham","o2  Academy,  Birmingham","o2 Academy, Birmingham"
"3952",2012,"Birmingham","Old  Snow  Hill","Old Snow Hill"
"3953",2012,"Birmingham","Outside  Arcadia  Centre,  City  cENTRE","Outside Arcadia Centre, City cENTRE"
"3954",2012,"Birmingham","Outside  Bliss,Broad  str.",""
"3955",2012,"Birmingham","Outside  the  Village  PH  Digbeth","Outside the Village PH Digbeth"
"3956",2012,"Birmingham","Oxford  str.,  Digbeth","Oxford str., Digbeth"
"3957",2012,"Birmingham","Oxhill  Road,  Handsworth,  Birmingham","Oxhill Road, Handsworth, Birmingham"
"3958",2012,"Birmingham","Paradise  Circus,  Birmingham","Paradise Circus, Birmingham"
"3959",2012,"Birmingham","Paradise  Circus,  City  Centre","Paradise Circus, City Centre"
"3960",2012,"Birmingham","Paradise  Forum","Paradise Forum"
"3961",2012,"Birmingham","Paradise  Forum",""
"3962",2012,"Birmingham","Park  Road","Park Road"
"3963",2012,"Birmingham","Park  str.","Park str."
"3964",2012,"Birmingham","Park  str.",""
"3965",2012,"Birmingham","Peel  str.","Peel str."
"3966",2012,"Birmingham","Pershore  str.,  City  Centre","Pershore str., City Centre"
"3967",2012,"Birmingham","Pershore  str.,  City  Centre.",""
"3968",2012,"Birmingham","PIC's  H/A","PIC's H/A"
"3969",2012,"Birmingham","Platform  7,  Birmingham  New  str.","Platform 7, Birmingham New str."
"3970",2012,"Birmingham","Princip  St","Princip St"
"3971",2012,"Birmingham","Prior  Queens  Way","Prior Queens Way"
"3972",2012,"Birmingham","Priory  Queensway","Priory Queensway"
"3973",2012,"Birmingham","Priory  Square","Priory Square"
"3974",2012,"Birmingham","Putney  Road,  Handsworth","Putney Road, Handsworth"
"3975",2012,"Birmingham","Queens  Way","Queens Way"
"3976",2012,"Birmingham","Queens  Way,  birmingham  City  Centre","Queens Way, birmingham City Centre"
"3977",2012,"Birmingham","queslett  Road,  Great  Barr","queslett Road, Great Barr"
"3978",2012,"Birmingham","Rainbow  Bar,  Digbeth,  Birmingham","Rainbow Bar, Digbeth, Birmingham"
"3979",2012,"Birmingham","rainbow  warehouse  club","rainbow warehouse club"
"3980",2012,"Birmingham","rainbow  warehouse  club",""
"3981",2012,"Birmingham","Rea    str.,  Digbeth","Rea  str., Digbeth"
"3982",2012,"Birmingham","Rea  str.,  City  Centre","Rea str., City Centre"
"3983",2012,"Birmingham","Reception  area  of  IBIS  Hotel,  Ladywell  Walk","Reception area of IBIS Hotel, Ladywell Walk"
"3984",2012,"Birmingham","Richmond  Road,  Stechford","Richmond Road, Stechford"
"3985",2012,"Birmingham","Rococco,  Broad  St,  Birmingham","Rococco, Broad St, Birmingham"
"3986",2012,"Birmingham","rookery  road","rookery road"
"3987",2012,"Birmingham","Rushden  str.,  Ladywood","Rushden str., Ladywood"
"3988",2012,"Birmingham","Sainsbury  Oldbury","Sainsbury Oldbury"
"3989",2012,"Birmingham","Sandon  Road","Sandon Road"
"3990",2012,"Birmingham","Sheepcote  str.  back  of  Brindley  Place","Sheepcote str. back of Brindley Place"
"3991",2012,"Birmingham","Sherlock  St","Sherlock St"
"3992",2012,"Birmingham","Sherlock  St,  Birmingham","Sherlock St, Birmingham"
"3993",2012,"Birmingham","Small  Brook,  Queensway","Small Brook, Queensway"
"3994",2012,"Birmingham","Smallbrook  Queensway",""
"3995",2012,"Birmingham","Smallbrook  Queensway",""
"3996",2012,"Birmingham","Smallbrook  Queensway",""
"3997",2012,"Birmingham","Smallbrook  Queensway",""
"3998",2012,"Birmingham","Smallbrook  Queensway",""
"3999",2012,"Birmingham","smallbrook  queensway",""
"4000",2012,"Birmingham","Smallbrook  Queensway,  Birmingham","Smallbrook Queensway, Birmingham"
"4001",2012,"Birmingham","Soho  Road",""
"4002",2012,"Birmingham","soho  road",""
"4003",2012,"Birmingham","Soho  Road",""
"4004",2012,"Birmingham","soho  road",""
"4005",2012,"Birmingham","SOHO  ROAD,  Handsworth","SOHO ROAD, Handsworth"
"4006",2012,"Birmingham","Spical  str.","Spical str."
"4007",2012,"Birmingham","Spiceal  str.,  Bullring","Spiceal str., Bullring"
"4008",2012,"Birmingham","Springhill  Winson  Green","Springhill Winson Green"
"4009",2012,"Birmingham","ST  Johns  Walk","ST Johns Walk"
"4010",2012,"Birmingham","St  Martins  Church,  Bullring","St Martins Church, Bullring"
"4011",2012,"Birmingham","St  Martins  Church,  Bullring",""
"4012",2012,"Birmingham","St  martins  queensway","St martins queensway"
"4013",2012,"Birmingham","St  Martins  Square,  City  Centre","St Martins Square, City Centre"
"4014",2012,"Birmingham","St  Phillips  cathedral","St Phillips cathedral"
"4015",2012,"Birmingham","St  Phillips  Churchyard,  Temple  Row","St Phillips Churchyard, Temple Row"
"4016",2012,"Birmingham","star  city","star city"
"4017",2012,"Birmingham","Star  City,  Birmingham",""
"4018",2012,"Birmingham","Stealhouse  lane","Stealhouse lane"
"4019",2012,"Birmingham","Steelhouse  Lane",""
"4020",2012,"Birmingham","Steelhouse  Lane",""
"4021",2012,"Birmingham","Steelhouse  Lane  City  Centre","Steelhouse Lane City Centre"
"4022",2012,"Birmingham","Steelhouse  Lane  Police  Station","Steelhouse Lane Police Station"
"4023",2012,"Birmingham","Suffolk  str.  Queensway,  City  Centre","Suffolk str. Queensway, City Centre"
"4024",2012,"Birmingham","Summer  Row,  Birmingham","Summer Row, Birmingham"
"4025",2012,"Birmingham","Summer  Row,  Birmingham",""
"4026",2012,"Birmingham","Summer  Row,City  centre","Summer Row,City centre"
"4027",2012,"Birmingham","Tanhouse  fish  bar","Tanhouse fish bar"
"4028",2012,"Birmingham","Tescos,  Aston","Tescos, Aston"
"4029",2012,"Birmingham","Tescos,  New  str.","Tescos, New str."
"4030",2012,"Birmingham","Tew  Park  Road  Handsworth","Tew Park Road Handsworth"
"4031",2012,"Birmingham","The  Arcadian  Centre","The Arcadian Centre"
"4032",2012,"Birmingham","The  Bullring,","The Bullring,"
"4033",2012,"Birmingham","The  Review  Bar,  Arcadian,  Birmingham","The Review Bar, Arcadian, Birmingham"
"4034",2012,"Birmingham","thimblemill  Road,  smethwick","thimblemill Road, smethwick"
"4035",2012,"Birmingham","Three  Shires  Oak  Road,  Bearwood","Three Shires Oak Road, Bearwood"
"4036",2012,"Birmingham","Union  Passage","Union Passage"
"4037",2012,"Birmingham","Union  str.,  City  Centre","Union str., City Centre"
"4038",2012,"Birmingham","Upper  Bull  St  O/S  Priory  Court","Upper Bull St O/S Priory Court"
"4039",2012,"Birmingham","upper  dean  st","upper dean st"
"4040",2012,"Birmingham","Upper  Dean  str.,  Birmingham",""
"4041",2012,"Birmingham","Vauxhall  Road,  Neachells","Vauxhall Road, Neachells"
"4042",2012,"Birmingham","Vauxhall  Road,  Neachells",""
"4043",2012,"Birmingham","Vicarage  Road,handsworth","Vicarage Road,handsworth"
"4044",2012,"Birmingham","Vicarge  Road,  Edgbaston","Vicarge Road, Edgbaston"
"4045",2012,"Birmingham","Victoria  Square","Victoria Square"
"4046",2012,"Birmingham","Victoria  Square",""
"4047",2012,"Birmingham","Victoria  Square",""
"4048",2012,"Birmingham","Victoria  Square  Step,  Birmingham","Victoria Square Step, Birmingham"
"4049",2012,"Birmingham","Victoria  Square.  City  Centre.","Victoria Square. City Centre."
"4050",2012,"Birmingham","Villa  Road,Lozells","Villa Road,Lozells"
"4051",2012,"Birmingham","wallface,  west  bromwich","wallface, west bromwich"
"4052",2012,"Birmingham","Waters  str.","Waters str."
"4053",2012,"Birmingham","Waverhill  Park,  Handsworth",""
"4054",2012,"Birmingham","Waverly  Hill  Park","Waverly Hill Park"
"4055",2012,"Birmingham","Wellington  Crescent,  Handsworth,  Birmingham","Wellington Crescent, Handsworth, Birmingham"
"4056",2012,"Birmingham","West  ave.,  Handsworth  Wood","West ave., Handsworth Wood"
"4057",2012,"Birmingham","whitmore  st","whitmore st"
"4058",2012,"Birmingham","Whitmore  str.,  Bordesley  Green","Whitmore str., Bordesley Green"
"4059",2012,"Birmingham","whitomore  st","whitomore st"
"4060",2012,"Birmingham","Willes  Road","Willes Road"
"4061",2012,"Birmingham","Winson  St","Winson St"
"4062",2012,"Birmingham","Winson  St",""
"4063",2012,"Birmingham","Witton  Lodge  Road,  Erdington","Witton Lodge Road, Erdington"
"4064",2012,"Birmingham","Wright  str.,Small  heath","Wright str.,Small heath"
"4065",2012,"Birmingham","wrottesley  st","wrottesley st"
"4066",2012,"Coventry","gosford  st","gosford st"
"4067",2012,"Coventry","Albany  ph","Albany ph"
"4068",2012,"Coventry","Allard  Way,  Coventry","Allard Way, Coventry"
"4069",2012,"Coventry","Allesley  Old  Rd  ,Coventry.","Allesley Old Rd ,Coventry."
"4070",2012,"Coventry","allton  road","allton road"
"4071",2012,"Coventry","Ansty  Road","Ansty Road"
"4072",2012,"Coventry","Arena  Park  ,  Coventry.","Arena Park , Coventry."
"4073",2012,"Coventry","beake  avneue","beake avneue"
"4074",2012,"Coventry","beake  avneue",""
"4075",2012,"Coventry","beake  avneue",""
"4076",2012,"Coventry","Bedlam  Lane","Bedlam Lane"
"4077",2012,"Coventry","bedlam  road","bedlam road"
"4078",2012,"Coventry","birmingham  international","birmingham international"
"4079",2012,"Coventry","Birmingham  International  Railway  Station","Birmingham International Railway Station"
"4080",2012,"Coventry","Blackberry  Lane","Blackberry Lane"
"4081",2012,"Coventry","bowers  close","bowers close"
"4082",2012,"Coventry","Britannia  Hotel","Britannia Hotel"
"4083",2012,"Coventry","broad  park  road","broad park road"
"4084",2012,"Coventry","Broadgate",""
"4085",2012,"Coventry","Calcott  House,  Chace  ave.,  Coventry","Calcott House, Chace ave., Coventry"
"4086",2012,"Coventry","Car  park  arena  park","Car park arena park"
"4087",2012,"Coventry","Carmelite  Road","Carmelite Road"
"4088",2012,"Coventry","Chace  ave.  Police  Staion,  Front  Office.","Chace ave. Police Staion, Front Office."
"4089",2012,"Coventry","clay  lane","clay lane"
"4090",2012,"Coventry","concourse  sky  dome","concourse sky dome"
"4091",2012,"Coventry","Corporation  str.",""
"4092",2012,"Coventry","Corporation  str.",""
"4093",2012,"Coventry","Corporation  str.",""
"4094",2012,"Coventry","Corporation  str.",""
"4095",2012,"Coventry","Coundon  Wedge  drive  Coventry","Coundon Wedge drive Coventry"
"4096",2012,"Coventry","coventry  central  police  station",""
"4097",2012,"Coventry","coventry  central  police  station",""
"4098",2012,"Coventry","coventry  oak  PH","coventry oak PH"
"4099",2012,"Coventry","cox  st  Coventry","cox st Coventry"
"4100",2012,"Coventry","Croft  Road","Croft Road"
"4101",2012,"Coventry","Croft  Road",""
"4102",2012,"Coventry","croft  road  coventry","croft road coventry"
"4103",2012,"Coventry","Cross  Cheaping","Cross Cheaping"
"4104",2012,"Coventry","CVFO","CVFO"
"4105",2012,"Coventry","CVFO",""
"4106",2012,"Coventry","CVFO",""
"4107",2012,"Coventry","CVFO",""
"4108",2012,"Coventry","denham  ave.","denham ave."
"4109",2012,"Coventry","Earlsdon  str.","Earlsdon str."
"4110",2012,"Coventry","elliman  gardens","elliman gardens"
"4111",2012,"Coventry","Ellys  Road  ,Radford.","Ellys Road ,Radford."
"4112",2012,"Coventry","Far  Gosford  str.",""
"4113",2012,"Coventry","Far  Gosford  str.",""
"4114",2012,"Coventry","flying  standard","flying standard"
"4115",2012,"Coventry","Flying  standard,  Trinity  str.,  Coventry","Flying standard, Trinity str., Coventry"
"4116",2012,"Coventry","Foleshill  Rd",""
"4117",2012,"Coventry","Foleshill  Road",""
"4118",2012,"Coventry","foleshill  road","foleshill road"
"4119",2012,"Coventry","Foleshill  Road,  Coventry",""
"4120",2012,"Coventry","front  office",""
"4121",2012,"Coventry","front  office",""
"4122",2012,"Coventry","Front  Office  Car  Park  ,Little  park  St  ,Coventry.","Front Office Car Park ,Little park St ,Coventry."
"4123",2012,"Coventry","Front  Office,  Little  Park  St  ,  Coventry","Front Office, Little Park St , Coventry"
"4124",2012,"Coventry","Gosford  str.",""
"4125",2012,"Coventry","Gosford  str.",""
"4126",2012,"Coventry","Gosford  str.,  Coventry","Gosford str., Coventry"
"4127",2012,"Coventry","Grangemouth  Road","Grangemouth Road"
"4128",2012,"Coventry","Hale  str.","Hale str."
"4129",2012,"Coventry","HALE  str.","HALE str."
"4130",2012,"Coventry","Hales  str.","Hales str."
"4131",2012,"Coventry","Hales  str.",""
"4132",2012,"Coventry","hampton  road  Coventry","hampton road Coventry"
"4133",2012,"Coventry","Harnall  Lane  West  ,  Coventry.","Harnall Lane West , Coventry."
"4134",2012,"Coventry","harnell  lane  east","harnell lane east"
"4135",2012,"Coventry","harnell  lane  east",""
"4136",2012,"Coventry","harper  road,  coventry","harper road, coventry"
"4137",2012,"Coventry","harper  road,  coventry",""
"4138",2012,"Coventry","Heath  Road","Heath Road"
"4139",2012,"Coventry","Hersal  common","Hersal common"
"4140",2012,"Coventry","Hertford  str.","Hertford str."
"4141",2012,"Coventry","hollybush  PH","hollybush PH"
"4142",2012,"Coventry","hollybush  PH",""
"4143",2012,"Coventry","Holyhead  Road,  Coventry.","Holyhead Road, Coventry."
"4144",2012,"Coventry","Homer  Road","Homer Road"
"4145",2012,"Coventry","jardine  crescent",""
"4146",2012,"Coventry","Jordan  well","Jordan well"
"4147",2012,"Coventry","jtn  5  coventry  ring  road","jtn 5 coventry ring road"
"4148",2012,"Coventry","Jubilee  Crescent","Jubilee Crescent"
"4149",2012,"Coventry","Kasbah","Kasbah"
"4150",2012,"Coventry","Kasbah  Night  Club,  Coventry","Kasbah Night Club, Coventry"
"4151",2012,"Coventry","Kenilworth  Rd  ,Coventry.","Kenilworth Rd ,Coventry."
"4152",2012,"Coventry","King  william  str.,  coventry","King william str., coventry"
"4153",2012,"Coventry","little  park  st","little park st"
"4154",2012,"Coventry","Little  Park  St  ,Coventry.",""
"4155",2012,"Coventry","Little  Park  str.",""
"4156",2012,"Coventry","Little  Park  str.",""
"4157",2012,"Coventry","Little  Park  str.",""
"4158",2012,"Coventry","Little  Park  str.",""
"4159",2012,"Coventry","Little  park  str.,  city  centre","Little park str., city centre"
"4160",2012,"Coventry","longford","longford"
"4161",2012,"Coventry","Longford  Road",""
"4162",2012,"Coventry","Lower  Ford  str.","Lower Ford str."
"4163",2012,"Coventry","Lower  Ford  str.",""
"4164",2012,"Coventry","Lower  Holyhead  Road,  Coventry.","Lower Holyhead Road, Coventry."
"4165",2012,"Coventry","Lyndale  road","Lyndale road"
"4166",2012,"Coventry","ma  front  office","ma front office"
"4167",2012,"Coventry","MAFO",""
"4168",2012,"Coventry","MAFO",""
"4169",2012,"Coventry","Market  Way  ,  Coventry.","Market Way , Coventry."
"4170",2012,"Coventry","Marlcroft","Marlcroft"
"4171",2012,"Coventry","Masser  Road","Masser Road"
"4172",2012,"Coventry","Masser  Road",""
"4173",2012,"Coventry","Masser  Road",""
"4174",2012,"Coventry","Masser  Road",""
"4175",2012,"Coventry","Masser  Road",""
"4176",2012,"Coventry","MB  front  office","MB front office"
"4177",2012,"Coventry","MCFO","MCFO"
"4178",2012,"Coventry","Meadow  St","Meadow St"
"4179",2012,"Coventry","Middlemarch  Road","Middlemarch Road"
"4180",2012,"Coventry","Middlemarch  Road  ,Radford  ,Coventry.","Middlemarch Road ,Radford ,Coventry."
"4181",2012,"Coventry","mile  lane","mile lane"
"4182",2012,"Coventry","mile  lane",""
"4183",2012,"Coventry","Millennium  Place","Millennium Place"
"4184",2012,"Coventry","Moore  str.",""
"4185",2012,"Coventry","murray  road","murray road"
"4186",2012,"Coventry","New  union  str.","New union str."
"4187",2012,"Coventry","New  union  str.",""
"4188",2012,"Coventry","New  Union  str.","New Union str."
"4189",2012,"Coventry","Outside  CVFO","Outside CVFO"
"4190",2012,"Coventry","Oxford  str.,  Coventry","Oxford str., Coventry"
"4191",2012,"Coventry","penny  park  lane","penny park lane"
"4192",2012,"Coventry","Pensilva  Close,  Hillfields","Pensilva Close, Hillfields"
"4193",2012,"Coventry","Pool  Meadow  Bus  Station",""
"4194",2012,"Coventry","pool  meadow  bus  station","pool meadow bus station"
"4195",2012,"Coventry","pool  meadow  bus  station",""
"4196",2012,"Coventry","Pool  Meadow  Bus  Station  ,  Coventry.","Pool Meadow Bus Station , Coventry."
"4197",2012,"Coventry","Pool  Meadow  Bus  Station.","Pool Meadow Bus Station."
"4198",2012,"Coventry","Pool  Meadow  Police  Station,  Coventry","Pool Meadow Police Station, Coventry"
"4199",2012,"Coventry","primrose  hill  st  Coventry","primrose hill st Coventry"
"4200",2012,"Coventry","Primrose  Hill  str.",""
"4201",2012,"Coventry","Primrose  Hill  str.",""
"4202",2012,"Coventry","Primrose  hill  str.","Primrose hill str."
"4203",2012,"Coventry","Priory  Hall","Priory Hall"
"4204",2012,"Coventry","Quarry  Wood  Grove","Quarry Wood Grove"
"4205",2012,"Coventry","Quinton  Road","Quinton Road"
"4206",2012,"Coventry","Raglan  str.",""
"4207",2012,"Coventry","Ramada  hotel","Ramada hotel"
"4208",2012,"Coventry","Rear  of  Clique,  Hale  str.","Rear of Clique, Hale str."
"4209",2012,"Coventry","Rear  Yard,  Coventry  Central  Police  Station","Rear Yard, Coventry Central Police Station"
"4210",2012,"Coventry","Ricoh  Arena",""
"4211",2012,"Coventry","Ricoh  Arena",""
"4212",2012,"Coventry","riley  square","riley square"
"4213",2012,"Coventry","ringway  queens","ringway queens"
"4214",2012,"Coventry","Roseberry  ave.,  Coventry","Roseberry ave., Coventry"
"4215",2012,"Coventry","Samuel  Vale  House,  St  Nicholas  str.","Samuel Vale House, St Nicholas str."
"4216",2012,"Coventry","Samuel  Vale  House,  St  Nicholas  str.",""
"4217",2012,"Coventry","Sewall  Highway",""
"4218",2012,"Coventry","Sewell  Highway","Sewell Highway"
"4219",2012,"Coventry","sky  dome",""
"4220",2012,"Coventry","sky  dome",""
"4221",2012,"Coventry","sky  dome",""
"4222",2012,"Coventry","sky  dome",""
"4223",2012,"Coventry","sky  dome",""
"4224",2012,"Coventry","Sky  Dome","Sky Dome"
"4225",2012,"Coventry","Sky  Dome,  Coventry",""
"4226",2012,"Coventry","Skydome",""
"4227",2012,"Coventry","Skydome",""
"4228",2012,"Coventry","Skydome",""
"4229",2012,"Coventry","Skydome  carpark","Skydome carpark"
"4230",2012,"Coventry","Skydome  carpark",""
"4231",2012,"Coventry","Skydome  carpark",""
"4232",2012,"Coventry","Skydome  Complex",""
"4233",2012,"Coventry","Skydome  Complex",""
"4234",2012,"Coventry","skydome  complex",""
"4235",2012,"Coventry","skydome  complex",""
"4236",2012,"Coventry","Skydome  concourse",""
"4237",2012,"Coventry","Skydome  Concourse",""
"4238",2012,"Coventry","Skydome  concourse",""
"4239",2012,"Coventry","Skydome  Concourse",""
"4240",2012,"Coventry","skydome  concourse",""
"4241",2012,"Coventry","skydome  concourse",""
"4242",2012,"Coventry","Skydome  concourse",""
"4243",2012,"Coventry","Skydome  Concourse  ,Coventry.","Skydome Concourse ,Coventry."
"4244",2012,"Coventry","Skydome  Concourse  ,Coventry.",""
"4245",2012,"Coventry","Skydome  concourse,  Coventry  city  centre","Skydome concourse, Coventry city centre"
"4246",2012,"Coventry","Skydome  Concourse,  Coventry.","Skydome Concourse, Coventry."
"4247",2012,"Coventry","Skydome  concourse.","Skydome concourse."
"4248",2012,"Coventry","skydome  Coventry",""
"4249",2012,"Coventry","Somerset  Road","Somerset Road"
"4250",2012,"Coventry","spon  st  Coventry",""
"4251",2012,"Coventry","Spon  str.",""
"4252",2012,"Coventry","Spon  str.",""
"4253",2012,"Coventry","Spon  str.",""
"4254",2012,"Coventry","Spon  str.",""
"4255",2012,"Coventry","Spon  str.",""
"4256",2012,"Coventry","Spon  str.  ,  Coventry.","Spon str. , Coventry."
"4257",2012,"Coventry","Spon  str.,  Coventry","Spon str., Coventry"
"4258",2012,"Coventry","Spon  str.,  Coventry",""
"4259",2012,"Coventry","Spon  str.,  Coventry",""
"4260",2012,"Coventry","St  Patricks  Road","St Patricks Road"
"4261",2012,"Coventry","st  thomas  road,  longford,  coventry","st thomas road, longford, coventry"
"4262",2012,"Coventry","Station  Square,  Coventry","Station Square, Coventry"
"4263",2012,"Coventry","Station  Square,  Coventry",""
"4264",2012,"Coventry","Station  Square,  Coventry",""
"4265",2012,"Coventry","Stoney    Stanton  rd","Stoney  Stanton rd"
"4266",2012,"Coventry","stoney  stanton  road","stoney stanton road"
"4267",2012,"Coventry","stoney  stanton  road",""
"4268",2012,"Coventry","stoney  stanton  road",""
"4269",2012,"Coventry","stoney  stanton  road",""
"4270",2012,"Coventry","stoney  stanton  road",""
"4271",2012,"Coventry","tamworth  road","tamworth road"
"4272",2012,"Coventry","Tanyard  Close  ,Tanyard  Farm  ,Coventry.","Tanyard Close ,Tanyard Farm ,Coventry."
"4273",2012,"Coventry","Tarquin  Close","Tarquin Close"
"4274",2012,"Coventry","Taxi  rank  train  station  coventry","Taxi rank train station coventry"
"4275",2012,"Coventry","The  Burges",""
"4276",2012,"Coventry","The  Burgess",""
"4277",2012,"Coventry","The  Burgess",""
"4278",2012,"Coventry","The  Butts","The Butts"
"4279",2012,"Coventry","The  Castle  Pub,  Little  Park  St  ,Coventry.","The Castle Pub, Little Park St ,Coventry."
"4280",2012,"Coventry","The  Chesils","The Chesils"
"4281",2012,"Coventry","The  Flying  Standard  Public  House","The Flying Standard Public House"
"4282",2012,"Coventry","The  Grapes  ph  o/s","The Grapes ph o/s"
"4283",2012,"Coventry","Trafalgar    House","Trafalgar  House"
"4284",2012,"Coventry","Trinity  St","Trinity St"
"4285",2012,"Coventry","Trinity  str.",""
"4286",2012,"Coventry","Trinity  str.",""
"4287",2012,"Coventry","Trinity  str.",""
"4288",2012,"Coventry","UHCW","UHCW"
"4289",2012,"Coventry","University  hospital","University hospital"
"4290",2012,"Coventry","University  Hospital  Coventry",""
"4291",2012,"Coventry","Unniversity  Hospital,  Coventry","Unniversity Hospital, Coventry"
"4292",2012,"Coventry","Upper  Spon  str.","Upper Spon str."
"4293",2012,"Coventry","Victoria  str.",""
"4294",2012,"Coventry","Wallace  Rd",""
"4295",2012,"Coventry","Walsgrave  Hospital.","Walsgrave Hospital."
"4296",2012,"Coventry","walsgrave  Rd","walsgrave Rd"
"4297",2012,"Coventry","Walsgrave  Road","Walsgrave Road"
"4298",2012,"Coventry","Warwick  Rd","Warwick Rd"
"4299",2012,"Coventry","warwick  row  coventry","warwick row coventry"
"4300",2012,"Coventry","West  ave.","West ave."
"4301",2012,"Coventry","wILLENHALL  laNE","wILLENHALL laNE"
"4302",2012,"Coventry","wILLENHALL  laNE",""
"4303",2012,"Coventry","Windsor  St","Windsor St"
"4304",2012,"Coventry","Windsor  St",""
"4305",2012,"Coventry","Winsor  str.","Winsor str."
"4306",2012,"Coventry","Woodway  Lane  ,Coventry.","Woodway Lane ,Coventry."
"4307",2012,"Coventry","Wyken  Croft","Wyken Croft"
"4308",2012,"Coventry","Yardley  str.","Yardley str."
"4309",2012,"Dudley","Hagley  road    Halesowen","Hagley road  Halesowen"
"4310",2012,"Dudley","Bachelor  Close","Bachelor Close"
"4311",2012,"Dudley","Bearwood  Road  ,  Bearwood","Bearwood Road , Bearwood"
"4312",2012,"Dudley","Bell  St,  Stourbridge",""
"4313",2012,"Dudley","bhan  Road,","bhan Road,"
"4314",2012,"Dudley","BHPS  Front  Office","BHPS Front Office"
"4315",2012,"Dudley","Birmingham  New  Road","Birmingham New Road"
"4316",2012,"Dudley","Birmingham  str.,  Stourbridge",""
"4317",2012,"Dudley","Birmingham  str.,  Stourbridge",""
"4318",2012,"Dudley","Bridfgnorth  Road,  Stourbridge","Bridfgnorth Road, Stourbridge"
"4319",2012,"Dudley","Brierley  Hill  High  str.","Brierley Hill High str."
"4320",2012,"Dudley","Bus  station  Dudley","Bus station Dudley"
"4321",2012,"Dudley","Bus  station,  Merry  Hill  Centre","Bus station, Merry Hill Centre"
"4322",2012,"Dudley","Castle  Hill,  Dudley","Castle Hill, Dudley"
"4323",2012,"Dudley","Castle  Hill,  Dudley",""
"4324",2012,"Dudley","Charles  Ave","Charles Ave"
"4325",2012,"Dudley","Church  St,  B  hill","Church St, B hill"
"4326",2012,"Dudley","Church  St,  Stourbridge","Church St, Stourbridge"
"4327",2012,"Dudley","Cinder  Bank  Dudley","Cinder Bank Dudley"
"4328",2012,"Dudley","Clifton  PH  Sedgley","Clifton PH Sedgley"
"4329",2012,"Dudley","clydesdale  tower","clydesdale tower"
